"dyid","Country","State","District","SDP","Gini.Index","SourceYear.y","Dichlorophenoxyacetic.acid","Silver","Aluminium","SourceYear","Alkalinity.Phenolphthalein","Arsenic","Boron","Biochemical.Oxygen.Demand","cyanides","Carbonate","Calcium","Cadimum","Chemical.Oxygen.Demand","Chlorophyll.a","Chloride","Chromium","Copper","Disolved.Oxygen","Disolved.Oxygen.Saturation","Dichlorodiphenyltrichloroethane","Dieldrin","Conductivity","Endosulfan","Fluorine","Faecal.Coliform.MPN","Iron","Hardness.Calcium","Hardness.Total","Hydrogencarbonate","Mercury","Potassium","Magnesium","Manganese","Ammonia","Nitrate.and.nitrite","Nitrate","Nitrate.Nitrogen","Sodium","sodium","Nickel","Amount.of.Organic.N","Lead","Phenols","Phosphorus.Tot","Residual.Sodium.Carbonate"
"2004_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","121388",0.28,2004,NA,NA,NA,NA,1.95839166666667,NA,0.075,0.508333333333333,NA,2.34833333333333,18.8333333333333,1,27.0083333333333,NA,11.775,3.91666666666667,1.775,6.55,83.0599833333333,0.116666666666667,0.0341666666666667,154.583333333333,0.1,0.233333333333333,93.3333333333333,0.0244444444444444,NA,62.7785666666667,79.1508333333333,NA,1.58376416666667,3.825,0.0108571428571429,0.14111,0.626280333333333,0.0213813333333333,0.620935,8.53333333333333,22.2219916666667,NA,NA,21.075,NA,NA,0.166044851666667
"2019_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","595658",0.28,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","141610",0.28,2006,NA,NA,NA,0.005,5.96258583333333,NA,0.0693333333333333,0.836363636363636,NA,7.16666666666667,19.8333333333333,0.506,12.5175,NA,16.25,10.5,NA,6.20909090909091,79.4115090909091,0.05,0.0095,216.666666666667,0.0605,0.231666666666667,7384.54545454545,0.104166666666667,NA,75.2205583333333,88.4166666666667,0.01,2.10833333333333,6.20166666666667,NA,0.0941333333333333,0.596386,0.00378933333333333,0.592596666666667,12.2583333333333,25.2853583333333,1,NA,10,NA,0.0238571428571429,0.195763533333333
"2015_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","446997",0.28,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","477566",0.28,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001_EAST GODAVARI","India","ANDHRA PRADESH","EAST GODAVARI","131750",0.28,2001,NA,NA,NA,NA,3.64389944441667,NA,0.0297222221666667,0.572222222166667,NA,4.36944444475,20.0833333333333,NA,NA,NA,10.4861111114167,NA,NA,6.76250000008333,86.5612388891667,NA,NA,203.000000008333,NA,0.382083333333333,89.2,0.0385185185555556,NA,76.7441361125,99.1666666608333,NA,1.45833333333333,6.45833333308333,NA,0.0247657778333333,0.2225974445,NA,0.2225974445,13.1333333328333,25.8622138891667,NA,NA,NA,NA,NA,0.246405166666667
"2014_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","13082",0.29,2014,NA,NA,NA,NA,0,NA,NA,NA,NA,0,25.545,NA,NA,NA,9.975,NA,NA,NA,8.475,NA,NA,299.75,NA,NA,NA,NA,227.916,85.9665,95.16,NA,0.1675,8.7625,NA,NA,NA,NA,NA,3.95,9.9729475,NA,NA,NA,NA,NA,0.004792
"2012_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","10399",0.29,2012,NA,NA,NA,NA,0,NA,NA,NA,NA,0,14.87,NA,NA,NA,10.08,NA,NA,NA,4.7,NA,NA,73.4125,NA,NA,NA,NA,196.667,76.8937875,69.235,NA,0.1725,5.1025,NA,NA,NA,NA,NA,3.665,15.83164,NA,NA,NA,NA,NA,0.0573745
"2001_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","1864",0.29,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","14897",0.29,2018,NA,NA,NA,NA,0.14525,NA,NA,NA,NA,0.175,25.365,NA,48.6666666666667,NA,47,NA,NA,NA,NA,NA,NA,424.75,NA,NA,NA,NA,327.01025,130.80425,59.9,NA,2.37666666666667,6.42,NA,NA,NA,NA,NA,13.5666666666667,NA,NA,NA,NA,NA,0.44,NA
"2020_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","16588",0.29,2020,NA,NA,NA,NA,0.415,NA,NA,NA,NA,0.5,32,NA,3.2,NA,3,NA,NA,NA,7.1,NA,NA,261,NA,NA,NA,NA,447.083,178.833,145.4,NA,3.46,18.2,NA,NA,NA,NA,NA,27.29,NA,NA,NA,NA,NA,NA,NA
"2008_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","4191",0.29,2008,NA,NA,NA,NA,0,NA,NA,NA,NA,0,10,NA,NA,NA,16.7725,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,41.85415,63.975,NA,1.1,4.045,NA,NA,NA,NA,NA,4.6,18.8562,NA,NA,NA,NA,NA,0.216727895
"2010_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","4735",0.29,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.6075,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,81.1,NA,NA,NA,NA,NA,60.195825,40.87,NA,1.0675,7.4825,NA,NA,NA,NA,NA,3.29,10.690665,NA,NA,NA,NA,NA,0
"2016_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","13396",0.29,2016,NA,NA,NA,NA,0.15775,NA,NA,NA,NA,0.19,50.885,NA,NA,NA,64.7,NA,NA,NA,8.1,NA,NA,617,NA,NA,NA,NA,730.1575,279.621875,134.435,NA,1.86,41.60625,NA,NA,NA,NA,NA,3.9,5.854285,NA,NA,NA,NA,NA,0
"2005_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","3281",0.29,2005,NA,NA,0.1998,NA,0.083,NA,NA,NA,NA,0.1,10.6333333333333,NA,NA,NA,6.62666666666667,NA,NA,NA,NA,NA,NA,103.333333333333,NA,0.823333333333333,NA,0.2449,NA,43.37395,44.1233333333333,NA,0.91885,4.02975,NA,NA,NA,NA,0.616528,1.70583333333333,8.04643,NA,NA,NA,NA,NA,0.107163216666667
"2009_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","4539",0.29,2009,NA,NA,NA,NA,0.00415,NA,NA,NA,NA,0.005,11.545,NA,NA,NA,9.1375,NA,NA,NA,NA,NA,NA,69.8,NA,NA,NA,NA,NA,48.6125,60.2825,NA,1.4775,4.74,NA,NA,NA,NA,NA,3.2025,12.2873275,NA,NA,NA,NA,NA,0.247820365
"2004_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","2222",0.29,2004,NA,NA,0.2637,NA,NA,NA,NA,NA,NA,0,14.62,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,55.4633333333333,NA,NA,NA,0.35526,NA,70.9666666666667,25.62,NA,0.666666666666667,8.26,NA,NA,NA,NA,NA,1.49166666666667,4.50693,NA,NA,NA,NA,NA,0
"2006_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","3458",0.29,2006,NA,NA,NA,NA,1.7347,NA,NA,NA,NA,2.09,66.2533333333333,NA,NA,NA,18.2588333333333,NA,NA,NA,NA,NA,NA,70.1,NA,NA,NA,0.3348,NA,243.056,470.92,NA,0.87975,18.5814,NA,NA,NA,NA,0.938804,3.0705,9.94009,NA,NA,NA,NA,NA,3.45196666666667
"2017_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","13923",0.29,2017,NA,NA,NA,NA,0.7055,NA,NA,NA,NA,0.85,27.9,NA,72,NA,35.4,NA,NA,NA,7.9,NA,NA,311.425,NA,NA,NA,NA,343.12525,97.56875,158.415,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA
"2011_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","4983",0.29,2011,NA,NA,NA,NA,0,NA,NA,NA,NA,0,21.2133333333333,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,108.4,NA,NA,NA,NA,NA,77.3943333333333,57.7466666666667,NA,0.186666666666667,5.84666666666667,NA,NA,NA,NA,NA,3.98,10.19651,NA,NA,NA,NA,NA,0
"2007_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","3873",0.29,2007,NA,NA,NA,NA,0.006225,NA,NA,NA,NA,0.0075,8.51,NA,NA,NA,6.62125,NA,NA,NA,NA,NA,NA,61.7,NA,NA,NA,NA,NA,27.86875,30.125,NA,1.05,1.5825,NA,NA,NA,NA,NA,2.7,16.7613,NA,NA,NA,NA,NA,0.0213136075
"2002_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","1775",0.29,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","10229",0.29,2011,NA,NA,NA,NA,0,NA,NA,NA,NA,0,21.2133333333333,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,108.4,NA,NA,NA,NA,NA,77.3943333333333,57.7466666666667,NA,0.186666666666667,5.84666666666667,NA,NA,NA,NA,NA,3.98,10.19651,NA,NA,NA,NA,NA,0
"2004_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","3188",0.29,2004,NA,NA,0.2637,NA,NA,NA,NA,NA,NA,0,14.62,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,55.4633333333333,NA,NA,NA,0.35526,NA,70.9666666666667,25.62,NA,0.666666666666667,8.26,NA,NA,NA,NA,NA,1.49166666666667,4.50693,NA,NA,NA,NA,NA,0
"2003_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","1968",0.29,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","17091",0.29,2019,NA,NA,NA,NA,104.8705,NA,NA,NA,NA,126.35,46.6,NA,32,NA,11.5,NA,NA,NA,NA,NA,NA,366.5,NA,NA,NA,NA,497.6035,199.0415,156.1,NA,5.31,1.95,NA,NA,NA,NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA
"2013_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","11226",0.29,2013,NA,NA,NA,NA,0.00075,NA,NA,NA,NA,0.001,12.4175,NA,NA,NA,14.125,NA,NA,NA,8,NA,NA,136.975,NA,NA,NA,NA,132.34375,43.1750125,53.0075,NA,0.1925,3.7275,NA,NA,NA,NA,NA,3.4525,12.37651,NA,NA,NA,NA,NA,0.01506085
"2015_EAST KAMENG","India","ARUNACHAL PRADESH","EAST KAMENG","12889",0.29,2015,NA,NA,NA,NA,5.478,NA,NA,NA,NA,6.6,26.495,NA,NA,NA,49.74,NA,NA,NA,7.15,NA,NA,344,NA,NA,NA,NA,240.75,127.784375,77.165,NA,2.09,13.49125,NA,NA,NA,NA,NA,9.5625,12.027845,NA,NA,NA,NA,NA,0
"2002_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","3759",0.25,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","18397",0.25,2013,NA,NA,NA,NA,0,NA,NA,NA,NA,0,16.77,NA,NA,NA,10.25,NA,NA,NA,NA,NA,NA,59.8,NA,NA,NA,NA,NA,61.987475,43.7166666666667,NA,0.279166666666667,5.245,NA,NA,NA,NA,NA,3.66583333333333,12.8154483333333,NA,NA,NA,NA,NA,0
"2008_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","7889",0.25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,23.2,NA,NA,NA,21.44,NA,NA,NA,NA,NA,NA,42.4333333333333,NA,NA,NA,NA,NA,25.9167,117,NA,0.4,1.9,NA,NA,NA,NA,NA,1.1,8.33952,NA,NA,NA,NA,NA,NA
"2014_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","17893",0.25,2014,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.0366666666667,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,65.625,NA,NA,NA,0.156666666666667,NA,45.5118083333333,47.3766666666667,NA,0.183333333333333,4.30083333333333,NA,NA,NA,NA,NA,3.82083333333333,16.1357675,NA,NA,NA,NA,0.39,0.126286666666667
"2016_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","19295",0.25,2016,NA,NA,NA,NA,0,NA,NA,NA,NA,0,14.19,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,50.5416666666667,NA,NA,NA,0.22,NA,53.766675,47.3766666666667,NA,1.54166666666667,4.39,NA,NA,NA,NA,NA,3.89583333333333,13.6709383333333,NA,NA,NA,NA,NA,0.004804475
"2003_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","3993",0.25,2003,NA,NA,0.67,NA,NA,NA,NA,NA,NA,0,12.04,NA,NA,NA,10.25,NA,NA,NA,NA,NA,NA,40.83,NA,NA,NA,0.125,NA,50.245,33.55,NA,0.225,4.9025,NA,NA,NA,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA
"2007_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","6991",0.25,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.8,NA,NA,NA,5.325,NA,NA,NA,NA,NA,NA,119.7,NA,0.5,NA,NA,NA,29.56255,37.515,NA,0.1955,1.215,NA,NA,NA,NA,NA,0.805,5.31295,NA,NA,NA,NA,NA,0.130418
"2018_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","20968",0.25,2018,NA,NA,NA,NA,0.305716666666667,NA,NA,NA,NA,0.368333333333333,8.79166666666667,NA,32.3636363636364,NA,4.39166666666667,NA,NA,NA,NA,NA,NA,56.8833333333333,NA,NA,NA,0.158,NA,38.3472333333333,35.0133333333333,NA,0.586666666666667,3.92833333333333,NA,NA,NA,NA,NA,1.67583333333333,9.0958975,NA,NA,NA,NA,0.296,0.111857833333333
"2011_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","10303",0.25,2011,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.7533333333333,NA,NA,NA,8.08333333333333,NA,NA,NA,NA,NA,NA,56.75,NA,NA,NA,NA,NA,53.7514,32.1266666666667,NA,0.318333333333333,5.84833333333333,NA,NA,NA,NA,NA,2.5075,9.9546325,NA,NA,NA,NA,NA,0.003434925
"2015_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","18330",0.25,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.7533333333333,NA,NA,NA,10.1666666666667,NA,NA,NA,NA,NA,NA,54.5416666666667,NA,NA,NA,0.223333333333333,NA,50.5257,41.0733333333333,NA,1.06083333333333,5.07416666666667,NA,NA,NA,NA,NA,3.27583333333333,12.63205,NA,NA,NA,NA,NA,0.029157
"2006_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","6778",0.25,2006,NA,NA,NA,NA,0.249,NA,NA,NA,NA,3.21,17.6,NA,NA,NA,6.925,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,66.25,48.8,NA,1.3065,5.34,NA,NA,NA,NA,NA,1.3455,2.81823,NA,NA,NA,NA,NA,0
"2017_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","19964",0.25,2017,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.0866666666667,NA,88,NA,11.32,NA,NA,NA,NA,NA,NA,43.3333333333333,NA,NA,NA,0.221666666666667,NA,47.7826416666667,44.1241666666667,NA,1.90875,4.81583333333333,NA,NA,NA,NA,NA,3.89375,14.354335,NA,NA,NA,NA,0.45,0.0630703833333333
"2020_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","20620",0.25,2020,NA,NA,0,NA,0.066,NA,NA,0,NA,0.08,8.1,NA,39,NA,8.82,NA,NA,NA,NA,NA,NA,57.6,NA,0.014,NA,0.09,176.375,70.55,23,NA,0.16,14.72,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA
"2005_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","6303",0.25,2005,NA,NA,1.317,NA,NA,NA,NA,NA,NA,0.0883333333333333,7.69833333333333,NA,NA,NA,7.60333333333333,NA,NA,NA,NA,NA,NA,50,NA,0.475,NA,0.369,NA,24.6666666666667,38.21,NA,0.615666666666667,1.30666666666667,NA,NA,NA,NA,NA,1.59833333333333,NA,NA,NA,NA,NA,NA,NA
"2001_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","3651",0.25,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","9226",0.25,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,0,16.77,NA,NA,NA,8.75,NA,NA,NA,NA,NA,NA,73.275,NA,NA,NA,NA,NA,61.279175,40.87,NA,0.5175,4.645,NA,NA,NA,NA,NA,2.54,8.4341025,NA,NA,NA,NA,NA,0.03591525
"2009_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","8396",0.25,2009,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0075,12.49,NA,NA,NA,7.885,NA,NA,NA,NA,NA,NA,46.9,NA,NA,NA,NA,NA,52.6729,25.5125,NA,0.57,5.1475,NA,NA,NA,NA,NA,1.4725,5.74818,NA,NA,NA,NA,NA,0
"2004_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","4270",0.25,2004,NA,NA,0.7062,NA,NA,NA,NA,NA,NA,0,15.136,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,44.794,NA,0.05,NA,0.3598,NA,65.022,29.28,NA,0.22,5.164,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA
"2019_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","21997",0.25,2019,NA,NA,0.03,NA,0.01746,NA,NA,NA,NA,0.021,8.644,NA,9.35,NA,5.528,NA,NA,NA,NA,NA,NA,65.02,NA,0.01975,NA,0.08,104.398,42.06747,23.077,NA,0.61,3.481,NA,NA,NA,NA,NA,0.481,4.51439,NA,NA,NA,NA,1.52111111111111,0
"2012_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","18323",0.25,2012,NA,NA,NA,NA,0,NA,NA,NA,NA,0,12.47,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,52.1,NA,NA,NA,NA,NA,64.8590083333333,40.4633333333333,NA,0.255,8.08416666666667,NA,NA,NA,NA,NA,2.47833333333333,8.25039,NA,NA,NA,NA,NA,0.00168739166666667
"2011_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","18028",0.25,2011,NA,NA,NA,NA,0,NA,NA,NA,NA,0,11.7533333333333,NA,NA,NA,8.08333333333333,NA,NA,NA,NA,NA,NA,56.75,NA,NA,NA,NA,NA,53.7514,32.1266666666667,NA,0.318333333333333,5.84833333333333,NA,NA,NA,NA,NA,2.5075,9.9546325,NA,NA,NA,NA,NA,0.003434925
"2004_EAST KHASI HILLS","India","MEGHALAYA","EAST KHASI HILLS","5846",0.25,2004,NA,NA,0.7062,NA,NA,NA,NA,NA,NA,0,15.136,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,44.794,NA,0.05,NA,0.3598,NA,65.022,29.28,NA,0.22,5.164,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA
"2010_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","155701",0.23,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","147933",0.23,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","71525",0.23,2001,NA,NA,0,NA,6.25405,NA,0,1.175,NA,7.535,26.8716666666667,NA,26.55,NA,7.32779166666667,NA,NA,NA,NA,NA,NA,299.25,NA,0.229583333333333,NA,0,NA,123.917258333333,182.695,NA,1.70085,13.6171333333333,NA,0.01989,0.450419,0.01955,0.430869,15.8623333333333,20.8272533333333,NA,NA,NA,NA,NA,0.7842195
"2005_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","104975",0.23,2005,NA,NA,0,NA,2.03727272727273,NA,NA,1.56363636363636,NA,2.25,34.5216666666667,NA,42.0018181818182,NA,7.728375,NA,NA,NA,NA,NA,NA,246.5,NA,0.3615,NA,0,NA,120.831725,296.544666666667,NA,2.0115,8.28661666666667,NA,NA,1.10000733333333,0.02865,1.07135733333333,10.01675,15.0552833333333,NA,NA,NA,NA,NA,2.53770375
"2004_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","99940",0.23,2004,NA,NA,0,NA,5.567225,NA,NA,1.075,NA,6.7075,30.92,NA,31.5875,NA,8.43420833333333,NA,NA,NA,NA,NA,NA,277.333333333333,NA,0.204566666666667,NA,0,NA,131.430725,182.67975,NA,1.59658333333333,12.9913791666667,NA,NA,0.367656,0.01035,0.357306,10.5493333333333,14.8424333333333,NA,NA,NA,NA,NA,0.70345575
"2017_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","441956",0.23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","508146",0.23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","282371",0.23,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","135124",0.23,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","306853",0.23,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","119958",0.23,2007,NA,NA,NA,NA,4.176975,NA,NA,1.3875,NA,5.0325,32.2125,NA,33.45,NA,14.8,NA,NA,NA,NA,NA,NA,274.125,NA,0.47625,NA,NA,NA,132.0415875,224.625,NA,2.975,12.3625,NA,NA,1.68375,0.1675,1.51625,9.45,13.6028275,NA,NA,NA,NA,NA,1.2247932375
"2014_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","339247",0.23,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","490238",0.23,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","67795",0.23,2002,NA,NA,0,NA,7.0467,NA,NA,1.675,NA,8.49,27.5333333333333,NA,25.2666666666667,NA,8.85133333333333,NA,NA,NA,NA,NA,NA,263.666666666667,NA,0.2185,NA,0,NA,133.557425,162.697166666667,NA,2.36229166666667,15.5337791666667,NA,0.030888,0.361711833333333,0.01725,0.344461833333333,11.8066666666667,15.8871583333333,NA,NA,NA,NA,NA,0.312826275
"2003_EAST NIMAR","India","MADHYA PRADESH","EAST NIMAR","75400",0.23,2003,NA,NA,0,NA,3.678975,NA,NA,1.3675,NA,4.4325,26.5616666666667,NA,26.1416666666667,NA,7.455,NA,NA,NA,NA,NA,NA,260.583333333333,NA,0.254916666666667,NA,0,NA,125.702925,151.376583333333,NA,2.316675,14.2317208333333,NA,NA,0.673320166666667,0.0276,0.645720166666667,10.2215833333333,14.9421175,NA,NA,NA,NA,NA,0.18057445
